6,1,0
13,2,0
20,3,0
29,4,0
38,5,0
47,6,0
56,7,0
65,8,0
74,9,0
84,10,0
94,11,0
104,12,0
114,13,1
124,14,1
134,15,1
144,16,1
155,17,1
166,18,1
177,19,1
188,20,1
199,21,1
210,22,1
221,23,1
232,24,1
243,25,1
254,26,1
266,27,1
278,28,1
290,29,1
302,30,1
314,31,1
326,32,1
338,33,1
350,34,1
362,35,1
374,36,1
386,37,1
398,38,1
410,39,1
422,40,1
434,41,1
446,42,1
458,43,1
470,44,1
481,45,1
493,46,1
505,47,1
517,48,1
529,49,1
541,50,1
553,51,1
565,52,2
577,53,2
589,54,3
601,55,3
613,56,3
624,57,3
636,58,3
648,59,3
660,60,3
672,61,5
684,62,5
696,63,5
708,64,5
720,65,5
732,66,5
744,67,5
756,68,7
768,69,8
780,70,9
792,71,9
804,72,9
816,73,9
829,74,10
842,75,10
855,76,10
868,77,10
880,78,10
892,79,10
905,80,11
918,81,11
931,82,11
944,83,11
956,84,11
969,85,11
982,86,11
995,87,11
1008,88,11
1020,89,11
1033,90,11
1046,91,11
1059,92,12
1071,93,12
1083,94,12
1096,95,13
1108,96,13
1121,97,13
1134,98,13
1147,99,13
1160,100,13
1173,101,13
1186,102,13
1199,103,13
1212,104,13
1225,105,13
1237,106,13
1250,107,13
1263,108,13
1276,109,13
1288,110,13
1301,111,13
1314,112,13
1327,113,13
1340,114,13
1353,115,13
1366,116,13
1379,117,13
1392,118,13
1405,119,13
1418,120,13
1431,121,13
1443,122,13
1456,123,13
1468,124,13
1480,125,13
1492,126,13
1505,127,13
1518,128,13
1531,129,13
1543,130,13
1556,131,13
1569,132,14
1582,133,14
1595,134,15
1608,135,16
1620,136,16
1633,137,16
1646,138,16
1659,139,16
1672,140,16
1685,141,16
1698,142,16
1711,143,16
1724,144,16
1737,145,16
1750,146,17
1762,147,17
1775,148,17
1788,149,17
1801,150,17
1814,151,17
1827,152,17
1840,153,17
1853,154,17
1866,155,17
1879,156,17
1892,157,17
1905,158,19
1918,159,19
1931,160,19
