6,1,0
12,2,0
18,3,0
25,4,0
33,5,0
41,6,0
49,7,0
57,8,0
65,9,0
74,10,0
83,11,0
92,12,0
101,13,0
110,14,0
119,15,0
128,16,0
137,17,1
146,18,1
155,19,1
164,20,1
173,21,1
182,22,1
192,23,1
202,24,1
212,25,1
222,26,1
232,27,1
242,28,1
251,29,1
261,30,1
271,31,1
281,32,1
291,33,1
301,34,1
311,35,1
321,36,1
331,37,1
341,38,1
351,39,1
360,40,1
370,41,1
380,42,1
390,43,1
400,44,1
410,45,1
420,46,1
430,47,1
440,48,1
450,49,1
460,50,1
470,51,1
480,52,1
490,53,1
500,54,1
510,55,1
520,56,1
530,57,1
540,58,2
550,59,2
560,60,2
570,61,2
580,62,2
590,63,2
600,64,2
611,65,2
622,66,2
633,67,2
643,68,2
654,69,2
665,70,2
676,71,2
687,72,2
698,73,2
708,74,2
718,75,2
729,76,2
740,77,2
751,78,2
762,79,2
773,80,2
784,81,2
795,82,2
806,83,2
817,84,2
828,85,2
839,86,2
850,87,2
861,88,2
872,89,2
883,90,2
894,91,2
905,92,2
916,93,2
927,94,2
938,95,2
949,96,2
960,97,2
971,98,2
982,99,2
993,100,2
1004,101,2
1015,102,2
1026,103,2
1037,104,2
1048,105,2
1059,106,2
1070,107,2
1081,108,2
1092,109,2
1103,110,2
1114,111,2
1125,112,2
1136,113,2
1147,114,2
1157,115,2
1168,116,2
1178,117,2
1189,118,2
1200,119,2
1211,120,2
1222,121,2
1233,122,2
1244,123,2
1255,124,2
1266,125,2
1277,126,2
1288,127,2
1299,128,2
1310,129,2
1321,130,2
1332,131,2
1343,132,2
1354,133,2
1365,134,2
1376,135,2
1387,136,2
1398,137,2
1409,138,2
1420,139,2
1431,140,2
1442,141,2
1453,142,2
1464,143,2
1475,144,2
1486,145,2
1497,146,2
1508,147,2
1520,148,2
1532,149,2
1543,150,2
1555,151,2
1567,152,2
1579,153,2
1591,154,2
1603,155,2
1615,156,2
1627,157,2
1638,158,2
1650,159,2
1662,160,2
1673,161,2
1685,162,2
1697,163,2
1709,164,2
1721,165,2
1733,166,2
1744,167,2
1756,168,2
1768,169,2
1780,170,2
1792,171,2
1803,172,2
1815,173,2
1827,174,2
1839,175,2
1851,176,2
1863,177,2
1875,178,2
1887,179,2
1899,180,2
1911,181,2
1923,182,2
1935,183,2
1946,184,2
1958,185,2
1970,186,2
1981,187,2
1993,188,2
2005,189,2
2017,190,2
2029,191,2
2041,192,2
2053,193,2
2065,194,2
2077,195,2
2089,196,2
2101,197,2
2112,198,2
2124,199,2
2136,200,2
2148,201,2
2159,202,2
2170,203,2
2182,204,2
2194,205,2
2206,206,2
2218,207,2
2230,208,2
2242,209,2
2254,210,2
2266,211,2
2278,212,2
2290,213,2
2301,214,2
2313,215,2
2325,216,2
2337,217,2
2349,218,2
2361,219,2
2373,220,2
2385,221,2
2397,222,2
2409,223,2
2420,224,2
2431,225,2
2443,226,2
2455,227,2
2467,228,2
2479,229,2
2491,230,2
2502,231,2
2514,232,2
2526,233,2
2538,234,2
2550,235,2
2562,236,2
2574,237,2
2586,238,2
2598,239,2
2610,240,2
2621,241,2
2633,242,2
2645,243,2
2657,244,2
2669,245,2
2681,246,2
2693,247,2
2705,248,2
2717,249,2
2729,250,2
2741,251,2
2753,252,2
2765,253,2
2777,254,2
2789,255,2
2801,256,2
2813,257,2
2825,258,3
2837,259,4
2849,260,4
2861,261,4
2873,262,4
2885,263,4
2897,264,4
2909,265,4
2920,266,4
2932,267,4
2944,268,4
2956,269,4
2968,270,4
2980,271,4
2992,272,4
3004,273,4
3016,274,4
3028,275,4
3040,276,4
3052,277,4
3063,278,4
3075,279,4
3087,280,4
3099,281,4
3111,282,4
3122,283,4
3134,284,4
3146,285,4
3158,286,4
3170,287,4
3182,288,4
3194,289,4
3206,290,4
3218,291,4
3230,292,4
3242,293,4
3254,294,4
3266,295,4
3278,296,4
3290,297,4
3302,298,4
3314,299,4
3326,300,4
3338,301,4
3350,302,4
3362,303,4
3374,304,4
3386,305,4
3398,306,4
3410,307,4
3422,308,4
3434,309,4
3446,310,4
3458,311,4
3470,312,4
3482,313,4
3494,314,4
3505,315,4
3517,316,4
3529,317,4
3541,318,4
3553,319,4
3565,320,4
3577,321,4
3589,322,4
3601,323,4
3613,324,4
3625,325,4
3637,326,4
3649,327,4
3661,328,4
3673,329,4
3685,330,4
3697,331,4
3709,332,4
3721,333,4
3732,334,4
3744,335,4
3756,336,4
3768,337,4
3780,338,4
3792,339,4
3804,340,4
3816,341,4
