6,1,0
13,2,0
21,3,0
29,4,0
37,5,0
45,6,0
54,7,0
63,8,0
72,9,0
81,10,0
90,11,0
99,12,0
108,13,0
117,14,0
126,15,0
135,16,0
144,17,0
153,18,0
162,19,0
171,20,0
180,21,0
189,22,0
198,23,0
207,24,0
216,25,0
225,26,0
234,27,0
243,28,0
252,29,0
261,30,0
271,31,0
281,32,0
291,33,0
301,34,0
311,35,0
321,36,0
331,37,0
341,38,0
351,39,0
361,40,0
371,41,0
381,42,0
391,43,0
401,44,0
411,45,0
421,46,0
431,47,0
441,48,0
451,49,0
461,50,0
471,51,0
481,52,0
491,53,0
501,54,0
511,55,0
521,56,0
531,57,0
541,58,0
551,59,0
561,60,0
571,61,0
581,62,0
591,63,0
601,64,0
611,65,0
622,66,0
633,67,0
644,68,0
655,69,0
666,70,0
677,71,0
688,72,0
698,73,0
709,74,0
720,75,0
731,76,0
742,77,0
753,78,0
764,79,0
775,80,0
786,81,0
797,82,0
808,83,0
819,84,0
830,85,0
841,86,0
852,87,0
863,88,1
874,89,1
885,90,1
896,91,1
907,92,1
918,93,1
929,94,1
940,95,1
951,96,1
962,97,1
973,98,1
984,99,1
995,100,1
1006,101,1
1017,102,1
1028,103,1
1039,104,1
1050,105,2
1061,106,2
1072,107,2
1083,108,2
1094,109,2
1105,110,2
1116,111,2
1127,112,2
1138,113,2
1149,114,2
1160,115,2
1171,116,2
1182,117,2
1193,118,2
1204,119,2
1215,120,2
1226,121,2
1237,122,2
1248,123,2
1259,124,2
1270,125,2
1281,126,2
1292,127,2
1303,128,2
1314,129,3
1325,130,3
1336,131,3
1347,132,3
1358,133,3
1369,134,3
1380,135,3
1391,136,3
1402,137,3
1413,138,3
1424,139,3
1435,140,3
1446,141,3
1457,142,3
1468,143,3
1479,144,3
1490,145,3
1501,146,3
1512,147,3
1524,148,3
1535,149,3
1547,150,3
1559,151,3
1571,152,3
1582,153,3
1594,154,3
1606,155,3
1618,156,3
1630,157,3
1642,158,3
1654,159,3
1666,160,3
1678,161,3
1690,162,3
